,determinism,recurrence_rate,entropy,longest_diagonal_line,average_diagonal_line,laminarity,divergence,diversity,high_performance,female_majority,task,revise_score,full_credit,half_credit,time,diversity_bin,task_numeric
68,0.7,0.2457466918714555,1.4127089977264404,46,3.466666666666667,0.8346153846153846,0.0217391304347826,4,1,0,PartyVenue,1.0,0,1,1034,1,1
69,0.5866666666666667,0.2218934911242603,0.651658296585083,26,3.034482758620689,0.6733333333333333,0.0384615384615384,2,0,1,candidate,0.0,0,0,1054,0,2
70,0.4398034398034398,0.2009876543209876,0.8725205063819885,45,3.1403508771929824,0.5601965601965602,0.0222222222222222,2,1,0,PartyVenue,2.0,1,1,782,0,1
71,0.4701986754966887,0.2071330589849108,0.1788448989391327,27,3.0869565217391304,0.5165562913907285,0.037037037037037,2,0,1,candidate,0.0,0,0,299,0,2
72,0.8108108108108109,0.2890625,1.010210037231445,16,3.1578947368421053,0.9864864864864864,0.0625,2,0,1,candidate,0.0,0,0,297,0,2
73,0.48,0.2222222222222222,0.8827614784240723,30,3.310344827586207,0.7,0.0333333333333333,3,0,1,candidate,0.0,0,0,474,1,2
74,0.4552893045002922,0.2368166089965397,0.9853754043579102,85,2.8327272727272725,0.5955581531268265,0.0117647058823529,3,0,1,candidate,0.0,0,0,939,1,2
75,0.40625,0.1975308641975308,0.6365141868591309,18,8.666666666666666,0.34375,0.0555555555555555,2,0,1,apartment,0.0,0,0,271,0,3
76,0.4923204649232046,0.2529930686830497,0.8646973371505737,138,2.56988082340195,0.6481942714819428,0.0072463768115942,3,0,0,candidate,0.0,0,0,989,1,2
77,0.574869109947644,0.2566514377855415,1.223284125328064,61,3.101694915254237,0.7329842931937173,0.0163934426229508,2,0,1,apartment,0.0,0,0,535,0,3
78,0.5195369030390738,0.2284297520661157,0.993847668170929,55,2.9669421487603307,0.7322720694645442,0.0181818181818181,2,0,1,candidate,0.0,0,0,1093,0,2
79,0.7121212121212122,0.2403746097814776,1.2716412544250488,62,3.118483412322275,0.8809523809523809,0.0161290322580645,4,0,1,apartment,0.125,0,0,1259,1,3
80,0.4022894521668029,0.2021487603305785,0.9020891189575196,110,2.756302521008404,0.5408830744071954,0.009090909090909,4,0,0,candidate,0.0,0,0,976,1,2
81,0.6551724137931034,0.2396694214876033,0.7113863825798035,22,3.04,0.6120689655172413,0.0454545454545454,2,0,0,apartment,0.0,0,0,365,0,3
82,0.516260162601626,0.1819526627218935,0.8855711221694946,52,2.988235294117647,0.6097560975609756,0.0192307692307692,3,0,0,candidate,0.0,0,0,784,1,2
83,0.7391304347826086,0.2839506172839506,0.5004023909568787,9,3.4,0.782608695652174,0.1111111111111111,3,0,0,apartment,0.0,0,0,571,1,3
84,0.7421142369991475,0.3610341643582641,1.463897943496704,114,3.288007554296506,0.8725490196078431,0.0087719298245614,2,1,0,PartyVenue,2.0,1,1,1177,0,1
85,0.6923076923076923,0.2520775623268698,1.202278733253479,19,3.7058823529411766,0.8791208791208791,0.0526315789473684,3,0,1,apartment,0.0,0,0,92,1,3
86,0.5535872453498671,0.2371350556605755,0.7926561832427979,69,2.637130801687764,0.7564216120460585,0.0144927536231884,3,0,0,candidate,0.0,0,0,1576,1,2
87,0.6,0.2127091491634033,1.5108097791671753,106,3.612090680100756,0.7108786610878661,0.0094339622641509,4,0,1,apartment,0.0,0,0,1458,1,3
88,0.5555555555555556,0.36,0.0,5,5.0,0.8888888888888888,0.2,3,0,0,candidate,0.0,0,0,295,1,2
89,0.5449620801733478,0.2745389649018441,1.244906306266785,82,3.076452599388379,0.6863488624052004,0.0121951219512195,3,1,0,apartment,1.0,0,1,1119,1,3
90,0.4910040626813697,0.2241155046826222,0.8566027283668518,124,2.6070878274268106,0.6149158444573418,0.0080645161290322,2,0,1,PartyVenue,0.0,0,0,1387,0,1
91,0.4911242603550296,0.191609977324263,0.6370980739593506,42,2.912280701754386,0.665680473372781,0.0238095238095238,2,0,1,apartment,0.0,0,0,691,0,3
92,0.4032258064516129,0.2576177285318559,0.6367833614349365,38,2.9411764705882355,0.5376344086021505,0.0263157894736842,3,1,1,PartyVenue,1.75,0,1,307,1,1
93,0.7586206896551724,0.3861340679522497,1.4048632383346558,66,3.214105793450881,0.8888228299643282,0.0151515151515151,3,1,1,apartment,2.0,1,1,616,1,3
94,0.4915254237288136,0.2006802721088435,0.6518868803977966,42,2.949152542372881,0.6779661016949152,0.0238095238095238,3,0,1,candidate,0.0,0,0,1210,1,2
95,0.36,0.3086419753086419,0.0,9,9.0,0.48,0.1111111111111111,2,1,0,PartyVenue,2.0,1,1,167,0,1
96,0.6270022883295194,0.2427777777777778,1.0442638397216797,60,2.869109947643979,0.7837528604118993,0.0166666666666666,3,1,1,apartment,1.25,0,1,1060,1,3
97,0.4285714285714285,0.2258064516129032,0.7489067316055298,93,2.607476635514019,0.4280593958013313,0.010752688172043,3,1,1,PartyVenue,1.5,0,1,1423,1,1
98,0.5617112957833179,0.2147531231409875,1.263332724571228,123,3.098471986417657,0.7334564481378886,0.008130081300813,2,0,1,candidate,0.0,0,0,1352,0,2
99,0.639344262295082,0.2928,0.9244623780250548,25,3.0,0.7759562841530054,0.04,4,0,1,PartyVenue,0.5,0,0,900,1,1
100,0.4057377049180328,0.2118055555555555,0.7131367325782776,48,2.955223880597015,0.4672131147540984,0.0208333333333333,3,0,0,apartment,0.0,0,0,544,1,3
101,0.6206896551724138,0.2013888888888889,1.7118451595306396,24,5.538461538461538,0.4224137931034483,0.0416666666666666,2,0,0,apartment,0.0,0,0,606,0,3
102,0.6338028169014085,0.3155555555555555,0.6277052760124207,15,3.0,0.8028169014084507,0.0666666666666666,3,0,1,candidate,0.0,0,0,86,1,2
103,0.453027139874739,0.184159938485198,0.8438748717308044,51,3.056338028169014,0.5824634655532359,0.0196078431372549,3,0,0,apartment,0.0,0,0,738,1,3
104,0.4137931034482758,0.196149843912591,0.6227855086326599,62,2.7610619469026547,0.5119363395225465,0.0161290322580645,3,1,0,apartment,2.0,1,1,1027,1,3
105,0.3746130030959752,0.1921475312314098,0.4471145868301391,41,3.102564102564102,0.5015479876160991,0.024390243902439,1,0,1,apartment,0.0,0,0,868,0,3
106,0.5264054514480409,0.2538927335640138,0.939257025718689,68,2.7713004484304933,0.7223168654173765,0.0147058823529411,3,0,1,apartment,0.0,0,0,1430,1,3
107,0.4550484094052558,0.2225300092336103,1.1826353073120115,57,3.257425742574257,0.5504840940525588,0.0175438596491228,3,1,1,PartyVenue,2.0,1,1,1035,1,1
108,0.4427244582043343,0.2359386413440467,1.158613920211792,37,3.4878048780487805,0.4829721362229102,0.027027027027027,2,0,1,apartment,0.0,0,0,327,0,3
109,0.8079409048938134,0.4510620574760516,1.487942099571228,49,3.404669260700389,0.8882733148661126,0.0204081632653061,3,1,1,apartment,1.0,0,1,403,1,3
110,0.5327102803738317,0.296398891966759,0.8463658094406128,19,3.3529411764705883,0.7009345794392523,0.0526315789473684,1,0,1,apartment,0.0,0,0,361,0,3
111,0.3846153846153846,0.26,0.0,10,10.0,0.6153846153846154,0.1,3,0,1,candidate,0.0,0,0,81,1,2
112,0.4132029339853301,0.2212006489994591,0.55655437707901,43,2.864406779661017,0.511002444987775,0.0232558139534883,3,0,1,apartment,0.0,0,0,515,1,3
113,0.6573352978320354,0.3720729892708904,1.1074683666229248,113,2.943449575871819,0.7968848663439276,0.0088495575221238,3,0,0,candidate,0.0,0,0,1293,1,2
114,0.5232323232323233,0.2272727272727272,1.011971116065979,66,2.893854748603352,0.5969696969696969,0.0151515151515151,3,1,1,apartment,1.0,0,1,856,1,3
115,0.4296577946768061,0.241505968778696,0.4471145868301391,33,2.8974358974358974,0.4638783269961977,0.0303030303030303,2,1,0,apartment,1.0,0,1,245,0,3
116,0.4382022471910112,0.1950328707085463,0.6396406292915344,37,3.1621621621621623,0.6966292134831461,0.027027027027027,3,0,1,candidate,0.0,0,0,743,1,2
117,0.3772782503037667,0.1889348025711662,0.6879702806472778,132,2.5503080082135523,0.4778250303766707,0.0075757575757575,3,1,1,apartment,1.0,0,1,1320,1,3
118,0.490280777537797,0.2095971027614305,0.9017184376716614,94,2.7267267267267266,0.6328293736501079,0.0106382978723404,3,1,0,candidate,1.0,0,1,1655,1,2
119,0.5083056478405316,0.2198685171658144,1.001824975013733,37,3.25531914893617,0.4186046511627907,0.027027027027027,3,0,0,apartment,0.0,0,0,878,1,3
120,0.6345919610231425,0.2630988623618009,1.0290311574935913,158,2.6735086593970494,0.8121193666260658,0.0063291139240506,3,0,0,candidate,0.125,0,0,1857,1,2
121,0.5265700483091788,0.2586422324031653,0.8091922998428345,49,2.7478991596638656,0.7375201288244766,0.0204081632653061,3,1,1,apartment,1.0,0,1,816,1,3
122,0.4468085106382978,0.235,1.2730283737182615,20,4.666666666666667,0.574468085106383,0.05,3,0,0,apartment,0.0,0,0,362,1,3
123,0.5488721804511278,0.2052469135802469,0.6157673001289368,36,2.862745098039216,0.7819548872180451,0.0277777777777777,3,0,1,candidate,0.0,0,0,460,1,2
124,0.475177304964539,0.1676575505350772,0.8463658094406128,29,3.941176470588236,0.4539007092198581,0.0344827586206896,4,0,1,apartment,0.25,0,0,439,1,3
125,0.5111111111111111,0.2,1.111708402633667,30,3.68,0.6611111111111111,0.0333333333333333,3,0,1,apartment,0.0,0,0,537,1,3
126,0.5484848484848485,0.2854671280276816,1.092860221862793,68,2.8844621513944224,0.7015151515151515,0.0147058823529411,3,1,1,apartment,1.0,0,1,1218,1,3
127,0.6548634812286689,0.3048907388137357,1.0335427522659302,124,2.6859142607174102,0.7903156996587031,0.0080645161290322,4,1,0,apartment,2.0,1,1,1558,1,3
128,0.471164309031556,0.2469766191883902,0.6693372130393982,61,2.624242424242424,0.4439608269858542,0.0163934426229508,2,1,1,apartment,1.0,0,1,777,0,3
