,Unnamed: 0,session_id,mellon_id,player_id,event_result,task,Primary code ,event_start_time,revise_score,high_performance,female_members,female_maj,gender,ethnicity,application_status,first_generation,urm,first_language
5708,5708,7327_PartyVenue,195347,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",yeah a lot of people would be mad bc of the poor signal ,PartyVenue,SN,2019-09-28 21:22:20+00:00,0.0,0,4,1,F,Hispanic,Junior,1.0,1.0,Non-English
5709,5709,7327_PartyVenue,197188,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",oo live music? Maybe C could be in the middle? ,PartyVenue,CM,2019-09-28 21:22:28+00:00,0.0,0,4,1,F,"White, non-Hispanic",Junior,0.0,0.0,English only
5710,5710,7327_PartyVenue,195347,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",true ,PartyVenue,SN,2019-09-28 21:22:29+00:00,0.0,0,4,1,F,Hispanic,Junior,1.0,1.0,Non-English
5711,5711,7327_PartyVenue,197188,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}","like not the worst, but not the best",PartyVenue,SESU,2019-09-28 21:22:36+00:00,0.0,0,4,1,F,"White, non-Hispanic",Junior,0.0,0.0,English only
5712,5712,7327_PartyVenue,172710,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",sounds good,PartyVenue,SESU,2019-09-28 21:22:45+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
5713,5713,7327_PartyVenue,195347,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",Yeah C should be in the middle ,PartyVenue,SN,2019-09-28 21:22:55+00:00,0.0,0,4,1,F,Hispanic,Junior,1.0,1.0,Non-English
5714,5714,7327_PartyVenue,172710,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",so maybe A as the best?,PartyVenue,CM,2019-09-28 21:23:01+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
5715,5715,7327_PartyVenue,194454,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",what about Venue A,PartyVenue,SESU,2019-09-28 21:23:02+00:00,0.0,0,4,1,F,International student,Sophomore,1.0,0.0,Non-English
5716,5716,7327_PartyVenue,197188,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}","okay, so tentatively C in the middle. Lets look at A again",PartyVenue,CE,2019-09-28 21:23:07+00:00,0.0,0,4,1,F,"White, non-Hispanic",Junior,0.0,0.0,English only
5717,5717,7327_PartyVenue,197188,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}","I see free wifi, college students as staff, free audio and video equipment, but poor acoustics for sound, far distance and multiple events at once make it seem like a poor option",PartyVenue,SSI,2019-09-28 21:24:05+00:00,0.0,0,4,1,F,"White, non-Hispanic",Junior,0.0,0.0,English only
5718,5718,7327_PartyVenue,172710,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",multiple events at the same time sounds hectic and i wouldnÃ¢Â€Â™t enjoy that ,PartyVenue,SSI,2019-09-28 21:24:08+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
5719,5719,7327_PartyVenue,195347,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",yeah I agree it would not be good ,PartyVenue,SN,2019-09-28 21:24:46+00:00,0.0,0,4,1,F,Hispanic,Junior,1.0,1.0,Non-English
5720,5720,7327_PartyVenue,197188,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}","Yes B has the code violations in the kitchen, but that aside, it has the most positive feedback as a venue",PartyVenue,SSI,2019-09-28 21:25:02+00:00,0.0,0,4,1,F,"White, non-Hispanic",Junior,0.0,0.0,English only
5721,5721,7327_PartyVenue,172710,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",B has more pros than cons which is good,PartyVenue,SSI,2019-09-28 21:25:41+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
5722,5722,7327_PartyVenue,197188,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",Yeah i agree ,PartyVenue,SN,2019-09-28 21:25:46+00:00,0.0,0,4,1,F,"White, non-Hispanic",Junior,0.0,0.0,English only
5723,5723,7327_PartyVenue,195347,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",Yeah when reading B I only see one downside to it while the others were more negative ,PartyVenue,SSI,2019-09-28 21:25:48+00:00,0.0,0,4,1,F,Hispanic,Junior,1.0,1.0,Non-English
5724,5724,7327_PartyVenue,194454,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",yes,PartyVenue,SN,2019-09-28 21:25:48+00:00,0.0,0,4,1,F,International student,Sophomore,1.0,0.0,Non-English
5725,5725,7327_PartyVenue,195347,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",So BCA? ,PartyVenue,CM,2019-09-28 21:26:05+00:00,0.0,0,4,1,F,Hispanic,Junior,1.0,1.0,Non-English
5726,5726,7327_PartyVenue,197188,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",So B first? C middle? A last?,PartyVenue,CM,2019-09-28 21:26:14+00:00,0.0,0,4,1,F,"White, non-Hispanic",Junior,0.0,0.0,English only
5727,5727,7327_PartyVenue,172710,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",yeah ,PartyVenue,SN,2019-09-28 21:26:15+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
5728,5728,7327_PartyVenue,195347,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",YEAH ,PartyVenue,SN,2019-09-28 21:26:21+00:00,0.0,0,4,1,F,Hispanic,Junior,1.0,1.0,Non-English
5729,5729,7327_PartyVenue,197188,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",okay! Im putting that then ,PartyVenue,CE,2019-09-28 21:26:27+00:00,0.0,0,4,1,F,"White, non-Hispanic",Junior,0.0,0.0,English only
5730,5730,7327_PartyVenue,197188,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",good job guys! :D,PartyVenue,SMC,2019-09-28 21:26:33+00:00,0.0,0,4,1,F,"White, non-Hispanic",Junior,0.0,0.0,English only
5731,5731,7327_PartyVenue,194454,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",ok,PartyVenue,SESU,2019-09-28 21:26:37+00:00,0.0,0,4,1,F,International student,Sophomore,1.0,0.0,Non-English
5732,5732,7327_PartyVenue,194454,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",10 min left!,PartyVenue,CM,2019-09-28 21:27:47+00:00,0.0,0,4,1,F,International student,Sophomore,1.0,0.0,Non-English
5733,5733,7327_PartyVenue,197188,"{'userID1': '172710', 'nickname1': 'Johana', 'userID2': '194454', 'nickname2': 'Bingjie', 'userID3': '197188', 'nickname3': 'Hayley ', 'userID4': '195347', 'nickname4': 'Marbella '}",Yeah you need to press submit on your answer haha,PartyVenue,CE,2019-09-28 21:28:07+00:00,0.0,0,4,1,F,"White, non-Hispanic",Junior,0.0,0.0,English only
5734,5734,7354_PartyVenue,165026,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",hi,PartyVenue,SMC,2019-10-09 01:10:22+00:00,1.75,1,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
5735,5735,7354_PartyVenue,190028,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",hello,PartyVenue,SMC,2019-10-09 01:10:27+00:00,1.75,1,3,1,F,"Black, non-Hispanic",Junior,0.0,1.0,Non-English
5736,5736,7354_PartyVenue,194795,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",hi,PartyVenue,SMC,2019-10-09 01:10:27+00:00,1.75,1,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
5737,5737,7354_PartyVenue,175615,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",hello,PartyVenue,SMC,2019-10-09 01:10:35+00:00,1.75,1,3,1,F,Asian / Asian American,Junior,0.0,0.0,English/non-English
5738,5738,7354_PartyVenue,165026,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",what venue do we pick,PartyVenue,SESU,2019-10-09 01:13:24+00:00,1.75,1,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
5739,5739,7354_PartyVenue,175615,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",what did u guys pick?,PartyVenue,SESU,2019-10-09 01:13:30+00:00,1.75,1,3,1,F,Asian / Asian American,Junior,0.0,0.0,English/non-English
5740,5740,7354_PartyVenue,194795,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",we should share information first,PartyVenue,CE,2019-10-09 01:13:31+00:00,1.75,1,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
5741,5741,7354_PartyVenue,165026,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",):,PartyVenue,SMC,2019-10-09 01:13:33+00:00,1.75,1,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
5742,5742,7354_PartyVenue,190028,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",is this the same question again,PartyVenue,SSI,2019-10-09 01:13:37+00:00,1.75,1,3,1,F,"Black, non-Hispanic",Junior,0.0,1.0,Non-English
5743,5743,7354_PartyVenue,194795,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",since some are different,PartyVenue,SESU,2019-10-09 01:13:37+00:00,1.75,1,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
5744,5744,7354_PartyVenue,175615,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",isn't it the same,PartyVenue,SSI,2019-10-09 01:13:45+00:00,1.75,1,3,1,F,Asian / Asian American,Junior,0.0,0.0,English/non-English
5745,5745,7354_PartyVenue,194795,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}","it says ""When discussing, keep in mind that some of this information is only available to you.""",PartyVenue,SSI,2019-10-09 01:13:49+00:00,1.75,1,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
5746,5746,7354_PartyVenue,194795,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",on top,PartyVenue,SSI,2019-10-09 01:13:50+00:00,1.75,1,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
5747,5747,7354_PartyVenue,194795,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",:/,PartyVenue,SMC,2019-10-09 01:13:52+00:00,1.75,1,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
5748,5748,7354_PartyVenue,175615,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",ohh,PartyVenue,SESU,2019-10-09 01:13:57+00:00,1.75,1,3,1,F,Asian / Asian American,Junior,0.0,0.0,English/non-English
5749,5749,7354_PartyVenue,175615,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",should we copy paste LOL,PartyVenue,CE,2019-10-09 01:14:05+00:00,1.75,1,3,1,F,Asian / Asian American,Junior,0.0,0.0,English/non-English
5750,5750,7354_PartyVenue,194795,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",sure LOL,PartyVenue,SN,2019-10-09 01:14:08+00:00,1.75,1,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
5751,5751,7354_PartyVenue,165026,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",honestly,PartyVenue,SESU,2019-10-09 01:14:10+00:00,1.75,1,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
5752,5752,7354_PartyVenue,190028,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}","Venue A

Known for creative flower arrangements.
Dining areas have recently been remodeled.
No cancellation fee up to five days before the event.
Hires college students for part-time server positions during the summer.
The venue itself is a two-story building.
The property has a wooden fence around its perimeter.
Known to have poor acoustics Ã¢Â€Â” limited sound absorption Ã¢Â€Â” in party rooms.
Far from the home of the guest of honor.
Can have multiple events going on at the same timeÃ¢Â€Â”in close proximity to one another.
Venue B

Accessible for individuals with physical disabilities or impaired mobility.
Low minimum spending amount for food.
Employs two full-time chefs who have been profiled in a local magazine.
Friends of the principal party organizer had a successful event at the venue.
Recently had a favorable profile in a local newspaper.
On a list of recommended venues on a community discussion board.
Has several billboard advertisements around town.
Does not provide a clean-up crew.
Full-time staff members are known to be surly.
Venue C

Has an option to include live music by local bands at low cost.
Offers valet parking if desired by the event organizer.
Offers rewards for successful recommendation of venue to potential patrons.
Close to the homes of the main party planners.
Is equipped to host weddings as well as birthday parties.
Owners live approximately five miles from the site.
Lawn surrounding main building is overgrown and poorly maintained.
Known to have poor cell-phone reception inside the building.
Patrons must provide own beverages; the venue only provides water, coffee, and tea.",PartyVenue,SSI,2019-10-09 01:14:18+00:00,1.75,1,3,1,F,"Black, non-Hispanic",Junior,0.0,1.0,Non-English
5753,5753,7354_PartyVenue,165026,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}","Flexible regarding last-minute shifts in total number of guests.
Offers discounts if booked a week or more in advance.
Provides a crew to help set up the events.
Hires college students for part-time server positions during the summer.
The venue itself is a two-story building.
The property has a wooden fence around its perimeter.
Known to have poor acousticsÃ¢Â€Â”limited sound absorptionÃ¢Â€Â” in party rooms.
Far from the home of the guest of honor.
Can have multiple events going on at the same timeÃ¢Â€Â”in close proximity to one another.
Venue B

Accessible for individuals with physical disabilities or impaired mobility.
Low minimum spending amount for food.
Employs two full-time chefs who have been profiled in a local magazine.
Friends of the principal party organizer had a successful event at the venue.
Recently had a favorable profile in a local newspaper.
On a list of recommended venues on a community discussion board.
There are several trees on the property.
Customers must contribute to the cost of liability insurance.
Has poor lighting in parking lot and along outdoor walkways.
Venue C

Provides party favors, such as balloons, for a low fee.
Offers valet parking if desired by the event organizer.
Offers rewards for successful recommendation of venue to potential patrons.
Close to the homes of the main party planners.
Has beige carpeting in the hallways.
There is a private golf club ten miles away.
Lawn surrounding main building is overgrown and poorly maintained.
Known to have poor cell-phone reception inside the building.
Patrons must provide own beverages; the venue only provides water, coffee, and tea.",PartyVenue,SSI,2019-10-09 01:14:21+00:00,1.75,1,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
5754,5754,7354_PartyVenue,175615,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",LOOL,PartyVenue,SMC,2019-10-09 01:14:21+00:00,1.75,1,3,1,F,Asian / Asian American,Junior,0.0,0.0,English/non-English
5755,5755,7354_PartyVenue,175615,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}","Venue A

Affordable hotels and motels nearby.
Offers vegetarian and gluten-free menu options.
Has indoor and outdoor seating options, with connections between them.
Hires college students for part-time server positions during the summer.
The venue itself is a two-story building.
The property has a wooden fence around its perimeter.
Known to have poor acoustics Ã¢Â€Â” limited sound absorption Ã¢Â€Â” in party rooms.
Far from the home of the guest of honor.
Can have multiple events going on at the same timeÃ¢Â€Â”in close proximity to one another.
Venue B

Accessible for individuals with physical disabilities or impaired mobility.
Low minimum spending amount for food.
Employs two full-time chefs who have been profiled in a local magazine.
Friends of the principal party organizer had a successful event at the venue.
Recently had a favorable profile in a local newspaper.
On a list of recommended venues on a community discussion board.
Changed ownership approximately 5 years ago.
Has been known to withhold security deposit for no clear, defensible reason.
Has several negative online customer reviews.
Venue C

Can do buffet or set menu with options for guests.
Offers valet parking if desired by the event organizer.
Offers rewards for successful recommendation of venue to potential patrons.
Close to the homes of the main party planners.
Located on a street that has a 45-mph speed limit.
Has a website.
Lawn surrounding main building is overgrown and poorly maintained.
Known to have poor cell-phone reception inside the building.
Patrons must provide own beverages; the venue only provides water, coffee, and tea.",PartyVenue,SSI,2019-10-09 01:14:22+00:00,1.75,1,3,1,F,Asian / Asian American,Junior,0.0,0.0,English/non-English
5756,5756,7354_PartyVenue,165026,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",bruh,PartyVenue,SMC,2019-10-09 01:14:27+00:00,1.75,1,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
5757,5757,7354_PartyVenue,190028,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",lets do this fast so we can get done lol,PartyVenue,CM,2019-10-09 01:14:34+00:00,1.75,1,3,1,F,"Black, non-Hispanic",Junior,0.0,1.0,Non-English
5758,5758,7354_PartyVenue,194795,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",i think searching will be a pain lol,PartyVenue,SSI,2019-10-09 01:14:35+00:00,1.75,1,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
5759,5759,7354_PartyVenue,194795,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}","Venue A

Provides audio and video equipment free of charge.
Conveniently located near public transportation.
Provides free Wi-Fi.
Hires college students for part-time server positions during the summer.
The venue itself is a two-story building.
The property has a wooden fence around its perimeter.
Known to have poor acoustics Ã¢Â€Â” limited sound absorption Ã¢Â€Â” in party rooms.
Far from the home of the guest of honor.
Can have multiple events going on at the same timeÃ¢Â€Â”in close proximity to one another.
Venue B

Accessible for individuals with physical disabilities or impaired mobility.
Low minimum spending amount for food.
Employs two full-time chefs who have been profiled in a local magazine.
Friends of the principal party organizer had a successful event at the venue.
Recently had a favorable profile in a local newspaper.
On a list of recommended venues on a community discussion board.
Located on a site that used to be occupied by a large private home.
Does not provide table linens.
Received a number of code violations in the last three years for kitchen cleanliness problems.
Venue C

Ample parking.
Offers valet parking if desired by the event organizer.
Offers rewards for successful recommendation of venue to potential patrons.
Close to the homes of the main party planners.
Located near a shopping mall.
The owners drive Volkswagens.
Lawn surrounding main building is overgrown and poorly maintained.
Known to have poor cell-phone reception inside the building.
Patrons must provide own beverages; the venue only provides water, coffee, and tea.",PartyVenue,SSI,2019-10-09 01:14:40+00:00,1.75,1,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
5760,5760,7354_PartyVenue,165026,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",i originally picked A as the best one,PartyVenue,SSI,2019-10-09 01:14:57+00:00,1.75,1,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
5761,5761,7354_PartyVenue,190028,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",same,PartyVenue,SN,2019-10-09 01:15:00+00:00,1.75,1,3,1,F,"Black, non-Hispanic",Junior,0.0,1.0,Non-English
5762,5762,7354_PartyVenue,190028,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",c is worst ,PartyVenue,SSI,2019-10-09 01:15:03+00:00,1.75,1,3,1,F,"Black, non-Hispanic",Junior,0.0,1.0,Non-English
5763,5763,7354_PartyVenue,175615,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",ABC?,PartyVenue,CM,2019-10-09 01:15:06+00:00,1.75,1,3,1,F,Asian / Asian American,Junior,0.0,0.0,English/non-English
5764,5764,7354_PartyVenue,165026,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",and i think B was the worst for me,PartyVenue,SSI,2019-10-09 01:15:09+00:00,1.75,1,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
5765,5765,7354_PartyVenue,194795,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",oh i did acb,PartyVenue,SSI,2019-10-09 01:15:11+00:00,1.75,1,3,1,M,Asian / Asian American,Freshman,1.0,0.0,English/non-English
5766,5766,7354_PartyVenue,190028,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",great,PartyVenue,SESU,2019-10-09 01:15:11+00:00,1.75,1,3,1,F,"Black, non-Hispanic",Junior,0.0,1.0,Non-English
5767,5767,7354_PartyVenue,165026,"{'userID1': '175615', 'nickname1': 'jenny', 'userID2': '190028', 'nickname2': 'monicafahmy', 'userID3': '194795', 'nickname3': 'hi', 'userID4': '165026', 'nickname4': 'Shairy'}",i did acb too,PartyVenue,SSI,2019-10-09 01:15:16+00:00,1.75,1,3,1,F,Hispanic,Freshman,1.0,1.0,English/non-English
