,Unnamed: 0,session_id,mellon_id,player_id,event_result,task,Primary code ,event_start_time,revise_score,high_performance,female_members,female_maj,gender,ethnicity,application_status,first_generation,urm,first_language
0,0,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",what's up lads,PartyVenue,SMC,2019-09-28 17:11:18+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
1,1,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",hello,PartyVenue,SMC,2019-09-28 17:11:26+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
2,2,7298_PartyVenue,163093,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",hi its too early for this,PartyVenue,SMC,2019-09-28 17:11:29+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
3,3,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",bean boi i like ur name,PartyVenue,SMC,2019-09-28 17:11:32+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
4,4,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",thanks,PartyVenue,SMC,2019-09-28 17:11:35+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
5,5,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",also mood alice lol,PartyVenue,SMC,2019-09-28 17:11:39+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
6,6,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",question when u guys were signing up on the survey do you remember reading something about getting paid,PartyVenue,SMC,2019-09-28 17:12:03+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
7,7,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",what are bday party venues lmao,PartyVenue,SSI,2019-09-28 17:12:09+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
8,8,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",hey!,PartyVenue,SMC,2019-09-28 17:12:11+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
9,9,7298_PartyVenue,163093,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",yea i think its like $50 right,PartyVenue,SMC,2019-09-28 17:12:13+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
10,10,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",RIGHT? ok im not crazy,PartyVenue,SMC,2019-09-28 17:12:19+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
11,11,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",they said it's a digital giftcard,PartyVenue,SMC,2019-09-28 17:12:20+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
12,12,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",mbruh where do we get it tho ;w;,PartyVenue,SMC,2019-09-28 17:12:30+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
13,13,7298_PartyVenue,163093,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}","if its digital, prob thru email?",PartyVenue,SMC,2019-09-28 17:12:39+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
14,14,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",they said they would email it to us,PartyVenue,SMC,2019-09-28 17:12:40+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
15,15,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",i think they give it at the end?,PartyVenue,SMC,2019-09-28 17:12:42+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
16,16,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",yeah ^,PartyVenue,SMC,2019-09-28 17:12:46+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
17,17,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",wait what are we doing,PartyVenue,SSI,2019-09-28 17:13:06+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
18,18,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",oh shoot i think we ahead but it's coo,PartyVenue,SSI,2019-09-28 17:13:16+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
19,19,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",we need bean and alice to click next and then we gotta like,PartyVenue,CM,2019-09-28 17:13:20+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
20,20,7298_PartyVenue,163093,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",o,PartyVenue,SESU,2019-09-28 17:13:25+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
21,21,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",cuz some ppl are still trying to log in i think,PartyVenue,SSI,2019-09-28 17:13:30+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
22,22,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",rank birthday venues,PartyVenue,CP,2019-09-28 17:13:31+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
23,23,7298_PartyVenue,163093,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",i was like uh should we wait or,PartyVenue,SSI,2019-09-28 17:13:33+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
24,24,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",like where we want a party,PartyVenue,SSI,2019-09-28 17:13:34+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
25,25,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",oh lmao idk i think we can go ahead?,PartyVenue,SSI,2019-09-28 17:13:43+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
26,26,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",were waiting for bean boi,PartyVenue,CM,2019-09-28 17:13:53+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
27,27,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",hello bean boi is here,PartyVenue,CM,2019-09-28 17:14:02+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
28,28,7298_PartyVenue,163093,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",click,PartyVenue,CE,2019-09-28 17:14:08+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
29,29,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",click next lmao,PartyVenue,CE,2019-09-28 17:14:11+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
30,30,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",oh snap,PartyVenue,SESU,2019-09-28 17:18:19+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
31,31,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",okay so what do yall think is better,PartyVenue,SESU,2019-09-28 17:18:21+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
32,32,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",lowk i think b is cool,PartyVenue,SSI,2019-09-28 17:18:28+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
33,33,7298_PartyVenue,163093,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",me too,PartyVenue,SN,2019-09-28 17:18:30+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
34,34,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",i ranked BCA,PartyVenue,SSI,2019-09-28 17:18:36+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
35,35,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",oh lmao did we all do BAC,PartyVenue,CM,2019-09-28 17:18:39+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
36,36,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",oof,PartyVenue,SMC,2019-09-28 17:18:42+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
37,37,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",i ranked bac,PartyVenue,SSI,2019-09-28 17:18:43+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
38,38,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",wait where's bean,PartyVenue,CM,2019-09-28 17:18:54+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
39,39,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",oh there,PartyVenue,SSI,2019-09-28 17:18:56+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
40,40,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",hi,PartyVenue,SMC,2019-09-28 17:18:57+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
41,41,7298_PartyVenue,163093,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",LMAO,PartyVenue,SMC,2019-09-28 17:18:59+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
42,42,7298_PartyVenue,163093,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",u good,PartyVenue,SMC,2019-09-28 17:19:01+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
43,43,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",so we're all ranking B as first then??,PartyVenue,CM,2019-09-28 17:19:12+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
44,44,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",yeah,PartyVenue,SN,2019-09-28 17:19:20+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
45,45,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",nice,PartyVenue,SESU,2019-09-28 17:19:28+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
46,46,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",should we all just do bac?,PartyVenue,CM,2019-09-28 17:19:38+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
47,47,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",yeah lmao,PartyVenue,SN,2019-09-28 17:19:48+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
48,48,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",why'd you rank C over A initially,PartyVenue,SESU,2019-09-28 17:19:59+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
49,49,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",oop aight nvm,PartyVenue,SSI,2019-09-28 17:20:07+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
50,50,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",they gave us 20 min and we just nyoomed lol,PartyVenue,SMC,2019-09-28 17:20:28+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
51,51,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",c sounds ratchet but lowkey? maybe good for a frat lmao,PartyVenue,SSI,2019-09-28 17:20:35+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
52,52,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",fr,PartyVenue,SMC,2019-09-28 17:20:37+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
53,53,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",idek lmao,PartyVenue,SSI,2019-09-28 17:20:45+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
54,54,7298_PartyVenue,163093,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",i need to take a nap,PartyVenue,SMC,2019-09-28 17:20:49+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
55,55,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",it's some guy's 30th birthday party im crying,PartyVenue,SMC,2019-09-28 17:20:50+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
56,56,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",VALID,PartyVenue,SMC,2019-09-28 17:20:52+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
57,57,7298_PartyVenue,164591,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",okay gang up on me smh,PartyVenue,SSI,2019-09-28 17:20:53+00:00,0.0,0,4,1,F,Hispanic,Freshman,1.0,1.0,Non-English
58,58,7298_PartyVenue,202618,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",i want that $50 gift card,PartyVenue,SMC,2019-09-28 17:20:54+00:00,0.0,0,4,1,F,Asian / Asian American,Freshman,1.0,0.0,Non-English
59,59,7298_PartyVenue,173442,"{'userID1': '202618', 'nickname1': 'bean boi', 'userID2': '164591', 'nickname2': 'candy', 'userID3': '163093', 'nickname3': 'Alice', 'userID4': '173442', 'nickname4': 'Liz'}",sndflkdf rip sorry Candy,PartyVenue,SMC,2019-09-28 17:21:01+00:00,0.0,0,4,1,F,Unknown / declined to state,Sophomore,0.0,0.0,English only
60,60,7343_apartment,163202,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",i believe I put BAC,apartment,SSI,2019-09-28 17:20:02+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
61,61,7343_apartment,163202,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",:o,apartment,SMC,2019-09-28 17:20:13+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
62,62,7343_apartment,189654,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",Oh wow,apartment,SMC,2019-09-28 17:20:18+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,Non-English
63,63,7343_apartment,189654,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}","So, why did y'all choose that order?",apartment,SESU,2019-09-28 17:20:28+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,Non-English
64,64,7343_apartment,163929,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",what do we discuss now LOL,apartment,SSI,2019-09-28 17:20:46+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
65,65,7343_apartment,163929,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",air conditioning in B and it's close to school and shopping area,apartment,SSI,2019-09-28 17:21:06+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
66,66,7343_apartment,189654,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}","Yah, the $50 was a little too much",apartment,SN,2019-09-28 17:21:40+00:00,0.0,0,3,1,M,Asian / Asian American,Freshman,1.0,0.0,Non-English
67,67,7343_apartment,163929,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}","yeah, i put C last because there's poor maintenance services",apartment,CRF,2019-09-28 17:21:49+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
68,68,7343_apartment,163202,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",i debated between putting A or C as the better option though,apartment,SSI,2019-09-28 17:22:09+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
69,69,7343_apartment,163793,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}",Really? Why?,apartment,SN,2019-09-28 17:22:28+00:00,0.0,0,3,1,F,"White, non-Hispanic",Freshman,1.0,0.0,English only
70,70,7343_apartment,163929,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}","i thought A and B both had good qualities too, but i thought B was better because A doesn't have a lot of parking options",apartment,CRF,2019-09-28 17:23:31+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
71,71,7343_apartment,163202,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}","C included the discount, had storage, and actually had a parking lot, which visitors could perhaps use.",apartment,SSI,2019-09-28 17:23:33+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
72,72,7343_apartment,163202,"{'userID1': '163929', 'nickname1': 'jessica', 'userID2': '163202', 'nickname2': 'Serena', 'userID3': '189654', 'nickname3': 'L.A. Harvey', 'userID4': '163793', 'nickname4': 'Chantele'}","But i figured in the long run, the cost of it would outweigh the additional benefits",apartment,CRF,2019-09-28 17:23:54+00:00,0.0,0,3,1,F,Asian / Asian American,Freshman,1.0,0.0,English/non-English
