,determinism,recurrence_rate,entropy,longest_diagonal_line,average_diagonal_line,laminarity,divergence,no_messages,diversity,diversity_bin,time,high_performance,female_majority,revise_score,full_credit,half_credit,task,task_numeric
92,0.33532934131736525,0.25761772853185594,0.5510799288749695,3,2.24,0.5376344086021505,0.3333333333333333,38,3,1,307,1,1,1.75,0,1,PartyVenue,1
93,0.7487623762376238,0.38613406795224975,1.390777826309204,9,3.0555555555555554,0.8888228299643282,0.1111111111111111,66,3,1,616,1,1,2.0,1,1,apartment,3
94,0.4230769230769231,0.20068027210884354,0.575729489326477,4,2.2758620689655173,0.6779661016949152,0.25,42,3,1,1210,0,1,0.0,0,0,candidate,2
95,0.0,0.30864197530864196,0.0,1,1.0,0.48,1.0,9,2,0,167,1,0,2.0,1,1,PartyVenue,1
96,0.5995085995085995,0.2427777777777778,1.0168670415878296,6,2.568421052631579,0.7837528604118993,0.16666666666666666,60,3,1,1060,1,1,1.25,0,1,apartment,3
97,0.4,0.22580645161290322,0.7300912141799927,5,2.325,0.4280593958013313,0.2,93,3,1,1423,1,1,1.5,0,1,PartyVenue,1
98,0.544465770953295,0.21475312314098752,1.252934455871582,11,2.8945578231292517,0.7334564481378886,0.09090909090909091,123,2,0,1352,0,1,0.0,0,0,candidate,2
99,0.5822784810126582,0.2928,0.8264052867889404,5,2.4210526315789473,0.7759562841530054,0.2,25,4,1,900,0,1,0.5,0,0,PartyVenue,1
100,0.3409090909090909,0.21180555555555555,0.6451964378356934,4,2.272727272727273,0.4672131147540984,0.25,48,3,1,544,0,0,0.0,0,0,apartment,3
101,0.5217391304347826,0.2013888888888889,1.5607106685638428,6,4.0,0.4224137931034483,0.16666666666666666,24,2,0,606,0,0,0.0,0,0,apartment,3
102,0.5357142857142857,0.31555555555555553,0.4101163148880005,3,2.142857142857143,0.8028169014084507,0.3333333333333333,15,3,1,86,0,1,0.0,0,0,candidate,2
103,0.3878504672897196,0.184159938485198,0.7808501720428467,5,2.3714285714285714,0.5824634655532359,0.2,51,3,1,738,0,0,0.0,0,0,apartment,3
104,0.36127167630057805,0.19614984391259105,0.5772483348846436,5,2.232142857142857,0.5119363395225465,0.2,62,3,1,1027,1,0,2.0,1,1,apartment,3
105,0.28368794326241137,0.19214753123140987,0.3364957571029663,3,2.1052631578947367,0.5015479876160991,0.3333333333333333,41,1,0,868,0,1,0.0,0,0,apartment,3
106,0.4972875226039783,0.2538927335640138,0.9146369099617004,7,2.4774774774774775,0.7223168654173765,0.14285714285714285,68,3,1,1430,0,1,0.0,0,0,apartment,3
107,0.4084084084084084,0.22253000923361035,1.1383601427078247,7,2.72,0.5504840940525588,0.14285714285714285,57,3,1,1035,1,1,2.0,1,1,PartyVenue,1
108,0.3706293706293706,0.23593864134404674,1.070047378540039,5,2.65,0.48297213622291024,0.2,37,2,0,327,0,1,0.0,0,0,apartment,3
109,0.7988394584139265,0.45106205747605166,1.4681795835494995,12,3.2265625,0.8882733148661126,0.08333333333333333,49,3,1,403,1,1,1.0,0,1,apartment,3
110,0.4318181818181818,0.296398891966759,0.6615632772445679,3,2.375,0.7009345794392523,0.3333333333333333,19,1,0,361,0,1,0.0,0,0,apartment,3
111,0.0,0.26,0.0,1,1.0,0.6153846153846154,1.0,10,3,1,81,0,1,0.0,0,0,candidate,2
112,0.37158469945355194,0.23129251700680273,0.5225133895874023,4,2.193548387096774,0.5122549019607843,0.25,42,3,1,515,0,1,0.0,0,0,apartment,3
113,0.6489866321690384,0.37207298927089044,1.1009972095489502,21,2.839622641509434,0.7968848663439276,0.047619047619047616,113,3,1,1293,0,0,0.0,0,0,candidate,2
114,0.48917748917748916,0.22727272727272727,0.9829113483428955,6,2.539325842696629,0.5969696969696969,0.16666666666666666,66,3,1,856,1,1,1.0,0,1,apartment,3
115,0.34782608695652173,0.24150596877869604,0.3364957571029663,3,2.1052631578947367,0.46387832699619774,0.3333333333333333,33,2,0,245,1,0,1.0,0,1,apartment,3
116,0.34782608695652173,0.19503287070854639,0.5297061800956726,3,2.2222222222222223,0.6966292134831461,0.3333333333333333,37,3,1,743,0,1,0.0,0,0,candidate,2
117,0.3512658227848101,0.1889348025711662,0.6745972037315369,5,2.2839506172839505,0.47782503037667073,0.2,132,3,1,1320,1,1,1.0,0,1,apartment,3
118,0.4630261660978385,0.2095971027614305,0.8839325308799744,5,2.4518072289156625,0.6328293736501079,0.2,94,3,1,1655,1,0,1.0,0,1,candidate,2
119,0.4393939393939394,0.21986851716581446,0.9183987379074097,4,2.5217391304347827,0.4186046511627907,0.25,37,3,1,878,0,0,0.0,0,0,apartment,3
120,0.625585023400936,0.26309886236180097,1.0243313312530518,6,2.5738125802310656,0.8121193666260658,0.16666666666666666,158,3,1,1857,0,0,0.125,0,0,candidate,2
121,0.486013986013986,0.25864223240316536,0.7671099901199341,5,2.3559322033898304,0.7375201288244766,0.2,49,3,1,816,1,1,1.0,0,1,apartment,3
122,0.2972972972972973,0.235,1.0397207736968994,4,2.75,0.574468085106383,0.25,20,3,1,362,0,0,0.0,0,0,apartment,3
123,0.4782608695652174,0.2052469135802469,0.5296435356140137,4,2.2,0.7819548872180451,0.25,36,3,1,460,0,1,0.0,0,0,candidate,2
124,0.3392857142857143,0.16765755053507728,0.6615632772445679,3,2.375,0.45390070921985815,0.3333333333333333,29,3,1,439,0,1,0.25,0,0,apartment,3
125,0.41333333333333333,0.2,0.9830877780914307,5,2.5833333333333335,0.6611111111111111,0.2,30,3,1,537,0,1,0.0,0,0,apartment,3
126,0.5239616613418531,0.28546712802768165,1.07113778591156,7,2.624,0.7015151515151515,0.14285714285714285,68,3,1,1218,1,1,1.0,0,1,apartment,3
127,0.6454864154250657,0.3048907388137357,1.0274066925048828,9,2.5796847635726796,0.7903156996587031,0.1111111111111111,124,4,1,1558,1,0,2.0,1,1,apartment,3
128,0.43356643356643354,0.24697661918839023,0.6362057328224182,5,2.268292682926829,0.4439608269858542,0.2,61,2,0,777,1,1,1.0,0,1,apartment,3
