,determinism,recurrence_rate,entropy,longest_diagonal_line,average_diagonal_line,laminarity,divergence,diversity,high_performance,female_majority,full_credit,half_credit,revise_score
97,0.15514592933947774,0.22580645161290322,0.7259142398834229,93,4.661538461538462,0.2196620583717358,0.010752688172043012,3,1,1,0,1,1.5
98,0.3013234841489689,0.21475312314098752,1.2232911586761475,123,4.312775330396476,0.48722683902739305,0.008130081300813009,2,0,1,0,0,0.0
99,0.2786885245901639,0.2928,0.8486855030059814,25,5.666666666666667,0.45901639344262296,0.04,4,0,1,0,0,0.5
100,0.23770491803278687,0.21180555555555555,0.47023600339889526,48,5.043478260869565,0.3073770491803279,0.020833333333333332,3,0,0,0,0,0.0
101,0.25862068965517243,0.2013888888888889,0.6365141868591309,24,10.0,0.1810344827586207,0.041666666666666664,2,0,0,0,0,0.0
102,0.29577464788732394,0.31555555555555553,0.6365141868591309,15,7.0,0.0,0.06666666666666667,3,0,1,0,0,0.0
103,0.16075156576200417,0.184159938485198,1.3517839908599854,51,11.0,0.15031315240083507,0.0196078431372549,3,0,0,0,0,0.0
104,0.17771883289124668,0.19614984391259105,0.7529168128967285,62,5.826086956521739,0.04774535809018567,0.016129032258064516,3,1,0,1,1,2.0
105,0.20743034055727555,0.19214753123140987,0.8486855030059814,41,7.444444444444445,0.17027863777089783,0.024390243902439025,1,0,1,0,0,0.0
106,0.1737649063032368,0.2538927335640138,0.6465628743171692,68,4.744186046511628,0.3049403747870528,0.014705882352941176,3,0,1,0,0,0.0
107,0.20885200553250347,0.22253000923361035,0.5225133895874023,57,4.870967741935484,0.39557399723374825,0.017543859649122806,3,1,1,1,1,2.0
108,0.18885448916408668,0.23593864134404674,0.34883207082748413,37,6.777777777777778,0.12074303405572756,0.02702702702702703,2,0,1,0,0,0.0
109,0.47368421052631576,0.45106205747605166,1.2147808074951172,49,4.104,0.6583564173591875,0.02040816326530612,3,1,1,0,1,1.0
110,0.2336448598130841,0.296398891966759,0.6365141868591309,19,8.333333333333334,0.2523364485981308,0.05263157894736842,1,0,1,0,0,0.0
111,0.38461538461538464,0.26,0.0,10,10.0,0.46153846153846156,0.1,3,0,1,0,0,0.0
112,0.2616136919315403,0.22120064899945915,0.6680178046226501,43,5.095238095238095,0.33251833740831294,0.023255813953488372,3,0,1,0,0,0.0
113,0.3483477162702589,0.37207298927089044,1.2516380548477173,113,4.168765743073048,0.5891391286045043,0.008849557522123894,3,0,0,0,0,0.0
114,0.24242424242424243,0.22727272727272727,0.8129375576972961,66,4.528301886792453,0.3333333333333333,0.015151515151515152,3,1,1,0,1,1.0
115,0.18631178707224336,0.24150596877869604,1.0549201965332031,33,9.8,0.1482889733840304,0.030303030303030304,2,1,0,0,1,1.0
116,0.22846441947565543,0.19503287070854639,0.34883207082748413,37,6.777777777777778,0.23595505617977527,0.02702702702702703,3,0,1,0,0,0.0
117,0.1324422843256379,0.1889348025711662,0.8299399614334106,132,4.791208791208791,0.258505467800729,0.007575757575757576,3,1,1,0,1,1.0
118,0.15982721382289417,0.2095971027614305,0.5062181949615479,94,4.553846153846154,0.2068034557235421,0.010638297872340425,3,1,0,0,1,1.0
119,0.2425249169435216,0.21986851716581446,0.2711893916130066,37,5.615384615384615,0.11960132890365449,0.02702702702702703,3,0,0,0,0,0.0
120,0.220462850182704,0.26309886236180097,1.1707723140716553,158,4.148997134670487,0.37774056029232644,0.006329113924050633,3,0,0,0,0,0.125
121,0.20450885668276972,0.25864223240316536,0.15841054916381836,49,4.703703703703703,0.28019323671497587,0.02040816326530612,3,1,1,0,1,1.0
122,0.2127659574468085,0.235,0.0,20,20.0,0.19148936170212766,0.05,3,0,0,0,0,0.0
123,0.2706766917293233,0.2052469135802469,0.2711893916130066,36,5.538461538461538,0.0,0.027777777777777776,3,0,1,0,0,0.0
124,0.2907801418439716,0.16765755053507728,0.5004023909568787,29,8.2,0.0,0.034482758620689655,4,0,1,0,0,0.25
125,0.24444444444444444,0.2,1.0549201965332031,30,8.8,0.15,0.03333333333333333,3,0,1,0,0,0.0
126,0.22121212121212122,0.28546712802768165,0.7438350319862366,68,4.231884057971015,0.4,0.014705882352941176,3,1,1,0,1,1.0
127,0.25042662116040953,0.3048907388137357,0.8018234968185425,124,3.7507987220447285,0.5110921501706485,0.008064516129032258,4,1,0,1,1,2.0
128,0.24918389553862894,0.24697661918839023,0.6683306097984314,61,4.320754716981132,0.15560391730141457,0.01639344262295082,2,1,1,0,1,1.0
